time(s),dataset_index,class,single_class,single_prob,ensemble_class,ensemble_prob
0.0011434555053710938,2150,3,2,1.0,2,0.8
0.0009810924530029297,719,8,0,0.56706774,8,0.6770532061578706
0.0010292530059814453,7032,3,8,1.0,8,0.8
0.0010097026824951172,4411,6,4,1.0,8,0.8
0.0011072158813476562,5625,8,9,1.0,9,0.6
0.0009613037109375,8256,6,5,1.0,5,1.0
0.0009989738464355469,1409,1,7,1.0,7,0.6
0.0010578632354736328,5473,0,5,1.0,5,1.0
0.0010542869567871094,1216,9,8,1.0,8,1.0
0.002848386764526367,1147,9,8,1.0,8,1.0
0.0028107166290283203,1958,9,5,1.0,8,0.8
0.0027189254760742188,6120,2,5,1.0,5,1.0
0.0027446746826171875,5439,2,5,1.0,5,1.0
0.002716064453125,8462,8,0,1.0,0,0.6000000000000003
0.0027484893798828125,3217,4,8,1.0,8,1.0
0.0027093887329101562,4868,9,5,1.0,5,0.6000536481034942
0.002768278121948242,411,0,1,1.0,8,0.40000000000234703
0.0028553009033203125,2023,8,2,1.0,8,0.6
0.0026934146881103516,760,1,1,1.0,1,0.8
0.002764463424682617,3296,2,7,1.0,7,0.4000644568703137
0.0026547908782958984,5547,4,5,1.0,5,1.0
0.0028553009033203125,1306,4,5,1.0,5,0.6
0.002959012985229492,4115,6,7,1.0,8,0.4
0.0027146339416503906,8680,3,2,1.0,2,0.599999976158201
0.0027017593383789062,8246,2,0,1.0,8,0.6
0.0027408599853515625,1585,9,5,1.0,8,0.6
0.0026781558990478516,2732,8,5,1.0,5,1.0
0.002785921096801758,5741,7,5,1.0,5,1.0
0.0028505325317382812,7179,0,5,1.0,5,1.0
0.002698659896850586,6462,9,8,1.0,8,1.0
0.002723217010498047,4457,1,4,1.0,1,0.4
0.002779722213745117,1184,2,5,1.0,5,1.0
0.0027036666870117188,8015,7,5,1.0,5,1.0
0.002825498580932617,5736,3,5,1.0,5,1.0
0.002663850784301758,5903,9,1,1.0,1,0.4
0.0027701854705810547,3774,1,1,1.0,1,1.0
0.0027108192443847656,1428,6,8,1.0,8,1.0
0.0027348995208740234,5019,4,8,1.0,8,1.0
0.0028116703033447266,2404,9,0,0.98884135,8,0.8
0.0028183460235595703,5949,2,5,1.0,5,1.0
0.002939462661743164,4973,3,8,1.0,8,1.0
0.0032727718353271484,3630,3,5,0.7206993,8,0.6
0.0032160282135009766,192,9,1,1.0,1,0.6
0.0032095909118652344,4992,7,1,1.0,1,0.6
0.0032570362091064453,1615,4,5,1.0,5,0.7999931812286377
0.0031375885009765625,7055,0,5,1.0,5,0.9999989748001099
0.0029218196868896484,8714,0,5,1.0,5,1.0
0.002830982208251953,7571,5,5,1.0,5,0.6
0.003116130828857422,5301,6,4,1.0,4,1.0
0.003108978271484375,4845,7,8,1.0,8,0.8
0.003155946731567383,2747,1,1,1.0,1,0.6
0.0031349658966064453,4925,3,7,1.0,7,0.8
0.003210306167602539,6537,0,5,1.0,5,1.0
0.0028040409088134766,2741,1,1,1.0,1,0.4
0.002716064453125,3391,7,8,1.0,8,0.8
0.002779245376586914,4581,6,4,1.0,8,0.8
0.002742767333984375,3784,7,8,1.0,8,0.4
0.002871990203857422,7261,1,5,1.0,5,0.999998950958252
0.002826213836669922,1605,7,1,1.0,1,0.6
0.002748250961303711,2232,4,0,1.0,8,0.8
0.0027022361755371094,2552,5,5,1.0,5,1.0
0.0028533935546875,2592,9,1,1.0,5,0.4
0.002699613571166992,3791,4,5,1.0,5,1.0
0.003286600112915039,4147,0,5,1.0,5,1.0
0.0031883716583251953,1307,4,5,1.0,8,0.8
0.0032558441162109375,2000,6,8,1.0,8,0.8
0.0032269954681396484,6832,1,5,1.0,5,1.0
0.0032455921173095703,4500,4,5,1.0,5,1.0
0.0033152103424072266,3074,1,1,1.0,1,1.0
0.0030896663665771484,1761,0,4,1.0,4,0.4
0.0030930042266845703,3959,0,8,1.0,8,1.0
0.003245830535888672,8006,2,5,1.0,5,0.5286546591271849
0.003098726272583008,4617,4,8,1.0,8,0.8
0.002889394760131836,8662,3,5,1.0,5,1.0
0.0026743412017822266,8858,6,5,1.0,5,1.0
0.002818584442138672,8105,0,8,1.0,8,0.8
0.002725362777709961,7906,9,5,1.0,5,1.0
0.0027856826782226562,648,9,1,1.0,1,0.8000000230154726
0.002706289291381836,221,5,8,1.0,2,0.4
0.0028047561645507812,5407,1,5,1.0,5,0.6
0.0031981468200683594,2564,6,5,1.0,5,0.8
0.0028221607208251953,1043,4,5,1.0,5,1.0
0.0027341842651367188,6093,2,0,1.0,8,0.6
0.002705097198486328,7857,8,5,1.0,5,1.0
0.0032334327697753906,7964,5,5,1.0,5,1.0
0.003010988235473633,6653,4,8,1.0,8,1.0
0.002919912338256836,2765,1,1,1.0,1,0.8
0.0028030872344970703,1930,5,5,1.0,5,1.0
0.0033676624298095703,2247,4,5,1.0,8,0.8
0.003198385238647461,6693,0,2,1.0,2,0.4
0.003123044967651367,5882,3,2,1.0,2,0.6
0.0032300949096679688,4366,2,5,1.0,5,1.0
0.0031578540802001953,6522,6,5,1.0,5,0.7998998165130615
0.003098726272583008,3048,0,4,1.0,4,1.0
0.0031423568725585938,2683,6,4,1.0,8,0.8
0.002994537353515625,6883,4,5,1.0,5,1.0
0.0028595924377441406,5918,3,2,1.0,8,0.6
0.002851247787475586,8903,1,5,1.0,5,1.0
0.0027151107788085938,2623,5,5,1.0,5,1.0
0.0028481483459472656,2462,5,8,1.0,5,0.6000000110712904
