time(s),dataset_index,single_class,single_prob,ensemble_class,ensemble_prob
0.0003757476806640625,6671,8,1.0,8,1.0
0.0003662109375,6362,1,1.0,1,0.3333333333333333
0.0003542900085449219,1205,8,1.0,8,1.0
0.0002677440643310547,3731,9,1.0,9,0.6666666666666666
0.00027179718017578125,5082,5,1.0,5,0.6666666666666666
0.0002562999725341797,8984,1,1.0,1,0.6666666666666666
0.000278472900390625,8600,5,1.0,5,1.0
0.0002799034118652344,6646,8,1.0,8,1.0
0.0002856254577636719,5851,1,1.0,1,0.3333333333333333
0.00025534629821777344,4131,5,1.0,5,1.0
0.0002856254577636719,4082,5,1.0,5,1.0
0.0002739429473876953,97,5,1.0,5,0.6666666666666666
0.0002644062042236328,54,1,1.0,1,0.6666666666666666
0.00028061866760253906,6807,8,1.0,8,0.666669843982163
0.0002715587615966797,4574,5,1.0,5,0.6666666666666666
0.0002608299255371094,7807,8,1.0,8,1.0
0.00025463104248046875,1782,8,1.0,8,1.0
0.00025916099548339844,3472,5,1.0,5,1.0
0.00025343894958496094,2581,2,1.0,2,0.6665300726890564
0.00026702880859375,1614,8,1.0,8,0.6666666666666666
0.00037026405334472656,4783,4,1.0,4,0.6666666666666666
0.00033402442932128906,1126,8,1.0,8,1.0
0.0003609657287597656,978,8,1.0,8,1.0
0.00035119056701660156,3710,8,1.0,0,0.6666666666666666
0.0003147125244140625,1685,1,1.0,1,1.0
0.0002830028533935547,5307,0,1.0,0,0.8164868752161661
0.0002627372741699219,3641,8,1.0,8,1.0
0.00026297569274902344,3917,5,1.0,5,0.6666666666666666
0.0002505779266357422,1408,8,1.0,8,1.0
0.0002758502960205078,5071,8,1.0,8,1.0
0.0002682209014892578,8775,5,1.0,5,1.0
0.0002651214599609375,1104,1,1.0,1,1.0
0.0003573894500732422,2598,9,1.0,9,1.0
0.000324249267578125,6324,5,1.0,5,0.6666666666666666
0.0003707408905029297,3131,5,1.0,5,1.0
0.00033974647521972656,5345,8,1.0,8,1.0
0.00033164024353027344,6462,8,1.0,8,1.0
0.0002994537353515625,5296,5,1.0,5,0.6666666666666666
0.0002791881561279297,1427,2,1.0,8,0.6666666667497044
0.00024962425231933594,6597,8,1.0,8,0.6666666666666666
0.0002617835998535156,6426,5,1.0,5,1.0
0.00025844573974609375,2422,8,1.0,8,1.0
0.0002570152282714844,573,8,1.0,8,1.0
0.00025653839111328125,4332,7,1.0,7,0.6666666666666666
0.0002543926239013672,6915,5,1.0,5,0.6666666666666666
0.00028252601623535156,4567,8,1.0,8,1.0
0.00027561187744140625,6217,5,1.0,5,0.6666666666666666
0.0002789497375488281,3951,5,1.0,5,0.6666666666666666
0.000263214111328125,8833,7,1.0,7,0.576863427956899
0.0002465248107910156,3117,5,1.0,0,0.6666666666666666
0.0002772808074951172,936,8,1.0,8,1.0
0.0002524852752685547,2915,8,1.0,8,0.6666666666666666
0.0002548694610595703,3777,1,1.0,1,0.6666666666666666
0.0002567768096923828,3061,5,1.0,5,1.0
0.00026154518127441406,4018,5,1.0,5,0.6666666666666666
0.00025463104248046875,8650,5,1.0,5,1.0
0.0002701282501220703,3922,8,0.9999999,8,0.9999999602635702
0.0002765655517578125,288,5,1.0,5,1.0
0.00027108192443847656,7401,1,1.0,0,0.3333333333333333
0.0002665519714355469,3365,2,1.0,2,0.6666666666666666
0.0002758502960205078,995,4,1.0,4,1.0
0.0002830028533935547,3406,8,1.0,8,1.0
0.00025153160095214844,6958,5,1.0,5,0.6666666666666666
0.00025343894958496094,8012,5,1.0,5,1.0
0.00026297569274902344,2218,5,1.0,5,1.0
0.0002639293670654297,8527,4,1.0,4,1.0
0.0003361701965332031,52,8,1.0,8,0.6666666666666666
0.000270843505859375,1751,5,1.0,5,1.0
0.0002779960632324219,2612,8,1.0,8,1.0
0.00027751922607421875,587,5,1.0,5,1.0
0.0002493858337402344,21,0,1.0,0,1.0
0.0002586841583251953,3226,8,1.0,8,1.0
0.00025343894958496094,8768,5,1.0,5,0.6666666666666666
0.000270843505859375,5285,5,1.0,5,1.0
0.0002765655517578125,2985,8,1.0,8,1.0
0.0002951622009277344,4496,5,1.0,5,0.6666666666666666
0.00026726722717285156,3131,5,1.0,5,1.0
0.00026035308837890625,4298,5,1.0,5,1.0
0.0002701282501220703,1854,5,1.0,5,1.0
0.00026416778564453125,2818,8,1.0,8,1.0
0.00028324127197265625,474,5,1.0,5,1.0
0.0002942085266113281,134,8,1.0,8,1.0
0.00033092498779296875,5587,5,1.0,5,1.0
0.00026988983154296875,4270,5,1.0,5,0.6666666666666666
0.00027823448181152344,6595,5,1.0,5,0.6666666666666666
0.00026154518127441406,4420,5,1.0,5,1.0
0.0002646446228027344,4725,8,1.0,8,1.0
0.00026106834411621094,3750,8,1.0,8,1.0
0.00025153160095214844,78,8,1.0,8,1.0
0.0002720355987548828,384,1,1.0,1,0.3333333333333333
0.00027561187744140625,7259,8,1.0,8,0.6666666666666666
0.0002689361572265625,6666,0,1.0,0,0.6666666666666666
0.00026869773864746094,6063,5,1.0,5,0.6666666666666666
0.00026416778564453125,2953,5,1.0,5,0.6666666666666666
0.00031065940856933594,4568,8,1.0,8,1.0
0.0002551078796386719,4577,8,1.0,5,0.6666666666666666
0.0002510547637939453,4972,8,1.0,8,1.0
0.00026535987854003906,1400,8,1.0,8,1.0
0.0002562999725341797,3449,8,1.0,8,0.6666666666666666
0.0002579689025878906,7315,5,1.0,5,1.0
