time(s),dataset_index,class,single_class,single_prob,ensemble_class,ensemble_prob
0.001981496810913086,22,5,5,1.0,5,0.5555555555555556
0.0018508434295654297,5356,1,9,1.0,9,0.5555555555555556
0.003965139389038086,4833,5,5,1.0,5,0.8888888888888888
0.0035943984985351562,441,8,8,1.0,8,0.9229561024241977
0.002251148223876953,7793,2,0,1.0,0,0.5555277996593051
0.0038924217224121094,1940,2,5,1.0,5,0.7777777777777778
0.0023832321166992188,2915,4,8,1.0,8,0.6666666666666666
0.0029993057250976562,614,4,8,1.0,8,1.0
0.0023550987243652344,4537,9,8,1.0,8,1.0
0.0022826194763183594,1818,4,5,1.0,5,0.8888888888888888
0.0021250247955322266,4612,9,1,1.0,1,0.6666666666666666
0.0028944015502929688,6203,0,5,1.0,5,0.6666666666666666
0.002863168716430664,3522,7,1,1.0,1,0.7777777777777778
0.0029087066650390625,6871,8,5,1.0,0,0.7777777777777778
0.0038008689880371094,7830,2,5,1.0,5,0.7777777777777778
0.0018777847290039062,6716,2,8,1.0,8,0.6666666666666666
0.002346515655517578,6612,5,2,1.0,2,0.5555555555555556
0.0026731491088867188,1607,7,7,1.0,7,0.8888888889541519
0.0018618106842041016,8168,2,0,1.0,0,0.7777777777777778
0.002165555953979492,8121,1,9,1.0,9,0.43684042162365383
0.0022602081298828125,5406,6,8,1.0,8,1.0
0.002948760986328125,8898,1,5,1.0,5,1.0
0.0023648738861083984,4645,9,1,1.0,8,0.6666666666666666
0.003421783447265625,6825,7,8,1.0,8,0.7777777777777778
0.0022323131561279297,3917,1,9,1.0,5,0.8888888888888888
0.002508878707885742,7803,5,5,1.0,5,1.0
0.0031762123107910156,2504,9,5,1.0,5,1.0
0.0023589134216308594,8368,1,1,1.0,1,1.0
0.0035181045532226562,7529,4,8,1.0,8,1.0
0.0030684471130371094,1398,1,9,1.0,1,0.78043782690333
0.001970529556274414,5703,2,0,1.0,0,0.8888888888888888
0.003237009048461914,4389,5,5,1.0,5,0.888944590347819
0.0019440650939941406,1809,8,1,1.0,8,0.5555555555555556
0.0028955936431884766,6729,2,5,1.0,5,0.43287655380037093
0.003325939178466797,3243,6,5,1.0,5,1.0
0.0019898414611816406,7606,7,1,1.0,1,1.0
0.0023779869079589844,736,1,1,1.0,1,0.6666666666666666
0.003798961639404297,7978,0,5,1.0,5,1.0
0.0019218921661376953,8224,4,5,1.0,5,1.0
0.002586841583251953,3416,6,8,1.0,8,1.0
0.0022094249725341797,8147,7,8,1.0,8,1.0
0.002510547637939453,2628,2,0,1.0,0,0.8888888888888888
0.001947164535522461,8125,3,8,1.0,8,1.0
0.0024003982543945312,3196,5,5,1.0,5,1.0
0.0028009414672851562,2048,2,0,1.0,0,0.4444444311989678
0.0033113956451416016,4292,2,5,1.0,5,0.7777777777777778
0.002682209014892578,5521,2,0,1.0,0,1.0
0.002011537551879883,4313,7,8,1.0,8,0.4444444444444444
0.002805471420288086,6675,3,1,1.0,1,0.5555447869830661
0.0026798248291015625,7317,4,5,1.0,5,1.0
0.0022401809692382812,4194,5,5,1.0,5,1.0
0.0025796890258789062,2524,6,8,1.0,8,1.0
0.002111673355102539,5635,2,5,1.0,5,0.5555555555555556
0.002022981643676758,8607,6,5,1.0,5,1.0
0.002568960189819336,2097,1,5,1.0,5,1.0
0.0021486282348632812,5351,0,4,1.0,4,0.7777777777777778
0.002427339553833008,2531,3,5,1.0,2,0.4444444444444444
0.003149271011352539,2779,1,1,1.0,1,0.6666666666666666
0.0025522708892822266,5153,8,8,1.0,8,1.0
0.002964496612548828,4605,2,8,1.0,8,0.8888888888888888
0.0019545555114746094,6012,2,5,1.0,5,1.0
0.0021402835845947266,1231,6,4,1.0,8,0.7777777777777778
0.0030562877655029297,4461,1,7,1.0,7,0.7777777777777778
0.00267791748046875,8468,3,5,1.0,5,0.3804906341764662
0.0020656585693359375,560,8,5,1.0,5,0.5555555555587601
0.002035856246948242,6063,1,9,1.0,5,0.5555555555555556
0.0022313594818115234,5726,1,5,0.9905186,5,0.776724292172326
0.0030145645141601562,3246,8,8,1.0,8,1.0
0.0022933483123779297,625,4,8,1.0,8,1.0
0.0031125545501708984,4359,3,7,1.0,8,0.5555555555555556
0.0021562576293945312,5529,4,8,1.0,8,0.7777777777777778
0.0018291473388671875,574,2,0,1.0,0,0.6666666666666666
0.0021479129791259766,1784,2,8,1.0,8,1.0
0.0025429725646972656,755,5,5,1.0,5,1.0
0.0024144649505615234,3220,3,8,1.0,8,0.9999996821085612
0.002597332000732422,2088,6,4,1.0,8,0.7777777777777778
0.0021903514862060547,7367,1,7,1.0,7,0.7777777777777778
0.0024728775024414062,3767,7,8,1.0,8,0.8888888888888888
0.0019996166229248047,2196,1,9,1.0,5,0.5555555555556375
0.003217458724975586,3327,0,0,1.0,0,0.666666668866341
0.0024983882904052734,7276,4,5,1.0,5,1.0
0.0018672943115234375,6103,3,5,1.0,2,0.4444444444444444
0.0019829273223876953,8388,1,1,1.0,1,1.0
0.002163410186767578,6698,5,4,1.0,8,0.7570226258701749
0.002384662628173828,5607,2,7,1.0,7,0.5556285793427378
0.0031175613403320312,7313,7,8,1.0,0,0.6666666666666701
0.002840757369995117,4284,4,8,1.0,8,0.7777777777777778
0.0020759105682373047,2015,3,8,1.0,8,0.4438547095017402
0.003616809844970703,2598,1,9,1.0,8,0.3333333333333333
0.0020904541015625,8876,1,5,1.0,5,0.8888888888888888
0.0022804737091064453,7176,4,5,1.0,5,1.0
0.003095388412475586,6096,4,8,1.0,8,1.0
0.0019290447235107422,2373,7,5,1.0,0,0.4444444444444444
0.0021719932556152344,6868,0,5,1.0,8,0.5555555555555556
0.002256631851196289,1341,9,8,1.0,8,0.7777777777777778
0.0018186569213867188,7901,6,5,1.0,5,0.8888888888888888
0.0025548934936523438,4943,1,9,1.0,4,0.4444444444444444
0.0031447410583496094,6139,0,5,1.0,5,0.7777777777777778
0.003109455108642578,3215,7,8,1.0,8,0.8505355966691341
0.003126382827758789,2117,5,5,1.0,5,1.0
