time(s),dataset_index,class,single_class,single_prob,ensemble_class,ensemble_prob
0.02820420265197754,516,4,8,1.0,8,1.0
0.0030035972595214844,1272,8,8,1.0,8,1.0
0.004659414291381836,3599,6,8,1.0,8,1.0
0.002664327621459961,394,8,8,1.0,8,1.0
0.004918575286865234,6529,3,5,1.0,5,0.75
0.005711078643798828,4047,4,5,1.0,5,1.0
0.004399538040161133,4020,5,5,1.0,5,1.0
0.00386810302734375,6312,3,2,1.0,8,0.75
0.00254058837890625,1719,1,5,1.0,5,1.0
0.002585172653198242,7239,1,5,1.0,5,1.0
0.0028111934661865234,2046,8,8,1.0,8,1.0
0.0023353099822998047,3528,3,2,1.0,8,0.7499999105930328
0.0021944046020507812,7001,9,8,1.0,8,1.0
0.002404928207397461,5545,1,5,1.0,5,0.5
0.002016305923461914,7434,4,5,1.0,5,0.75
0.003961324691772461,832,3,7,1.0,7,0.5
0.0055675506591796875,3657,3,8,1.0,8,1.0
0.006865024566650391,2252,6,5,1.0,5,1.0
0.002359151840209961,1058,2,2,1.0,0,0.5
0.0023469924926757812,4261,7,2,1.0,8,0.5
0.0031354427337646484,964,9,8,1.0,1,0.5
0.0021514892578125,1036,7,1,1.0,1,0.75
0.0022325515747070312,4348,4,8,1.0,8,0.75
0.0026984214782714844,2117,5,5,1.0,5,1.0
0.0024962425231933594,5899,5,2,1.0,8,0.5
0.0028312206268310547,1891,2,7,1.0,7,0.5
0.0028543472290039062,3056,5,5,1.0,5,0.75
0.0036172866821289062,607,3,5,1.0,1,0.75
0.0025529861450195312,6476,3,5,1.0,5,1.0
0.0025827884674072266,3555,9,8,1.0,8,0.75
0.0035185813903808594,1115,7,8,1.0,8,1.0
0.003038644790649414,2713,7,5,1.0,5,1.0
0.002862215042114258,4261,7,2,1.0,8,0.5
0.002730846405029297,2773,2,0,1.0,0,0.75
0.0027637481689453125,3326,2,8,1.0,8,1.0
0.0025806427001953125,1666,7,8,1.0,8,1.0
0.002261638641357422,656,2,8,1.0,8,1.0
0.003290891647338867,2570,5,5,1.0,5,0.75
0.003698110580444336,4741,4,5,1.0,8,0.7500000000000001
0.004652738571166992,8004,0,5,1.0,5,1.0
0.002951383590698242,4284,4,8,1.0,8,0.75
0.0021200180053710938,3421,4,8,1.0,8,1.0
0.00366973876953125,1771,4,8,1.0,8,0.5
0.0021071434020996094,5184,3,5,1.0,5,1.0
0.0022945404052734375,4359,3,8,1.0,8,0.5
0.002098560333251953,364,8,8,1.0,8,1.0
0.002177000045776367,8543,7,8,1.0,8,0.75
0.0023250579833984375,6597,8,5,1.0,5,0.5
0.0020880699157714844,4999,7,0,1.0,0,0.5
0.002396821975708008,5991,5,5,1.0,5,1.0
0.004048585891723633,8408,9,8,1.0,8,1.0
0.0025234222412109375,8856,9,5,1.0,5,1.0
0.002289295196533203,6268,7,5,1.0,5,1.0
0.001997232437133789,7047,2,5,1.0,5,0.75
0.0034134387969970703,7821,3,8,1.0,8,0.75
0.0025501251220703125,274,4,8,1.0,8,1.0
0.002241373062133789,3114,2,7,1.0,0,0.5
0.0022423267364501953,6007,2,5,1.0,5,1.0
0.002788066864013672,5923,0,8,1.0,8,0.75
0.0022437572479248047,1976,6,5,1.0,5,0.5
0.0024716854095458984,7175,7,5,1.0,5,0.5
0.0021560192108154297,6702,0,8,1.0,8,1.0
0.003086090087890625,2140,0,5,1.0,5,0.75
0.0032160282135009766,8063,3,8,1.0,8,1.0
0.0037894248962402344,8168,2,9,1.0,9,0.5
0.0023202896118164062,6875,3,5,1.0,5,1.0
0.0040361881256103516,3283,9,5,1.0,5,0.75
0.002396821975708008,6378,8,5,1.0,5,1.0
0.003693819046020508,512,9,8,1.0,8,1.0
0.004239559173583984,3169,1,5,0.5063016,9,0.8734246119856834
0.0023589134216308594,8279,7,1,1.0,1,0.9999946653842926
0.002001047134399414,7356,7,5,1.0,5,0.5
0.0028793811798095703,3211,6,5,1.0,5,1.0
0.0027937889099121094,7774,5,5,1.0,5,1.0
0.0020890235900878906,742,3,2,1.0,2,0.5
0.002460002899169922,4233,9,5,1.0,5,0.5524034351110458
0.0024437904357910156,7685,4,8,1.0,8,1.0
0.003570556640625,8761,0,5,1.0,5,1.0
0.003042936325073242,8152,4,8,1.0,8,1.0
0.0026040077209472656,7808,0,5,1.0,5,1.0
0.0026443004608154297,5260,3,5,1.0,5,0.75
0.0029752254486083984,5896,6,8,1.0,8,1.0
0.0037114620208740234,1582,9,5,1.0,5,0.75
0.0030241012573242188,3077,1,1,1.0,1,0.75
0.0025277137756347656,5578,8,5,1.0,5,1.0
0.005019426345825195,8938,6,5,1.0,5,1.0
0.003559589385986328,3856,9,5,1.0,5,0.5
0.0024635791778564453,2683,6,8,1.0,8,1.0
0.0030667781829833984,8692,9,8,1.0,8,1.0
0.002489805221557617,4136,6,8,1.0,8,0.5
0.0026428699493408203,2176,2,8,1.0,8,1.0
0.0024344921112060547,829,1,1,1.0,1,0.75
0.0024902820587158203,5772,9,5,1.0,5,0.75
0.002383708953857422,2717,3,2,1.0,2,0.5
0.002025604248046875,1420,9,8,1.0,5,0.5
0.0037720203399658203,1301,7,1,1.0,1,1.0
0.0038483142852783203,6309,8,5,1.0,5,0.75
0.0023958683013916016,5274,2,8,1.0,8,1.0
0.004657745361328125,8428,5,5,1.0,5,1.0
0.0041010379791259766,6919,8,8,1.0,8,0.75
