time(s),dataset_index,single_class,single_prob,ensemble_class,ensemble_prob
0.003693103790283203,6479,6,1.0,6,0.75
0.003171205520629883,3272,6,1.0,6,0.75
0.0055692195892333984,1263,8,1.0,0,0.5
0.0031599998474121094,7551,8,1.0,8,0.75
0.0030486583709716797,3640,6,1.0,6,0.75
0.0031790733337402344,2201,8,1.0,8,0.7499995827674866
0.0032112598419189453,8251,8,1.0,3,0.5
0.003264188766479492,4660,0,1.0,0,1.0
0.00754857063293457,4632,4,1.0,4,0.75
0.0034837722778320312,7721,1,1.0,1,1.0
0.003528594970703125,6924,3,1.0,3,1.0
0.003033876419067383,6545,6,1.0,6,1.0
0.0033562183380126953,2070,3,1.0,3,1.0
0.003561258316040039,7764,8,1.0,3,0.75
0.0031282901763916016,7136,2,1.0,2,1.0
0.0031294822692871094,7825,8,1.0,3,0.5
0.003286600112915039,6686,6,1.0,6,1.0
0.0029087066650390625,611,8,1.0,3,0.75
0.003964900970458984,2723,2,1.0,2,1.0
0.0031766891479492188,2629,3,1.0,3,1.0
0.0032660961151123047,3384,8,1.0,8,0.75
0.004233837127685547,6504,2,1.0,2,1.0
0.002884387969970703,8075,0,1.0,0,1.0
0.0032138824462890625,7426,3,1.0,3,0.7500000000000011
0.0031175613403320312,3941,6,1.0,6,1.0
0.005922555923461914,1870,0,1.0,0,1.0
0.0032813549041748047,6560,1,1.0,1,1.0
0.003677845001220703,6842,0,1.0,0,1.0
0.0051577091217041016,890,8,1.0,8,0.75
0.003184795379638672,301,2,1.0,2,1.0
0.0026397705078125,6114,6,0.9999993,0,0.7500001651724943
0.002373933792114258,1774,1,1.0,1,0.75
0.002760648727416992,1049,0,1.0,0,0.75
0.0029757022857666016,345,1,1.0,1,1.0
0.003192424774169922,336,3,1.0,6,0.75
0.0027480125427246094,8259,0,1.0,0,0.75
0.002546548843383789,27,0,1.0,0,1.0
0.0024712085723876953,7343,3,1.0,3,1.0
0.002489805221557617,6978,1,1.0,1,1.0
0.0023224353790283203,5135,2,1.0,4,0.75
0.002519369125366211,2997,8,1.0,6,0.7499961853027344
0.004615068435668945,7288,6,1.0,6,0.4988081604242325
0.00225067138671875,43,3,1.0,3,1.0
0.0028002262115478516,7189,2,1.0,2,1.0
0.002932310104370117,8918,1,1.0,9,0.7500000000023718
0.0034503936767578125,4937,8,1.0,8,0.75
0.003274202346801758,3338,5,1.0,5,1.0
0.0029006004333496094,6932,1,1.0,1,0.75
0.0032241344451904297,7152,1,1.0,1,0.75
0.00290679931640625,8425,6,1.0,6,0.75
0.0027801990509033203,1747,1,1.0,1,1.0
0.0033059120178222656,4071,2,1.0,2,0.5
0.0032329559326171875,1214,3,1.0,3,1.0
0.003125905990600586,2570,2,1.0,2,1.0
0.0027303695678710938,864,3,1.0,3,1.0
0.0026369094848632812,683,6,1.0,6,0.75
0.002692699432373047,2215,5,1.0,4,0.5
0.002462148666381836,5850,8,1.0,3,0.5
0.0030891895294189453,2997,8,1.0,6,0.7499961853027344
0.0032634735107421875,1267,0,1.0,0,1.0
0.0031838417053222656,8832,1,1.0,1,0.999997615814209
0.004054069519042969,4981,8,1.0,8,1.0
0.0024399757385253906,1460,1,1.0,1,0.75
0.0034139156341552734,346,2,1.0,2,0.5
0.003066539764404297,4862,0,1.0,0,1.0
0.0029020309448242188,2526,8,1.0,8,0.5
0.003572702407836914,3333,8,1.0,6,0.5
0.0023298263549804688,8868,6,1.0,6,0.5
0.0026998519897460938,2567,0,1.0,0,0.5
0.004473447799682617,7240,8,1.0,3,0.5
0.0029621124267578125,6479,6,1.0,6,0.75
0.0027501583099365234,7516,1,1.0,1,1.0
0.004539966583251953,2625,3,1.0,3,1.0
0.003054380416870117,7581,5,1.0,0,0.25
0.002529621124267578,112,2,1.0,2,0.7500197319259314
0.0032265186309814453,8425,6,1.0,6,0.75
0.0041103363037109375,7151,2,1.0,2,0.5000000505410931
0.0032377243041992188,1396,1,1.0,1,1.0
0.003772735595703125,1259,9,1.0,9,1.0
0.0028204917907714844,177,8,1.0,6,0.5
0.002519845962524414,4589,8,1.0,8,0.75
0.0028769969940185547,8111,8,1.0,0,0.5
0.0025169849395751953,8724,6,1.0,6,1.0
0.006506443023681641,7808,2,1.0,2,0.75
0.0034825801849365234,6929,0,1.0,0,1.0
0.0025703907012939453,8406,1,1.0,3,0.5
0.002652406692504883,6847,9,1.0,9,1.0
0.002955913543701172,4690,6,1.0,6,0.75
0.0032219886779785156,5382,9,1.0,9,1.0
0.0025773048400878906,4604,6,1.0,6,1.0
0.0035085678100585938,1114,8,1.0,3,0.4999999701976776
0.004636526107788086,1945,2,1.0,4,0.7289369255304337
0.0029435157775878906,5123,2,1.0,2,0.5
0.002453327178955078,7167,0,1.0,0,1.0
0.002722501754760742,8542,2,1.0,4,0.75
0.003589153289794922,6860,3,1.0,3,1.0
0.0036792755126953125,3207,2,1.0,3,0.5
0.0038535594940185547,7941,5,1.0,5,0.5
0.00395965576171875,3720,9,1.0,0,0.5
0.002859830856323242,2789,6,1.0,6,0.75
