time(s),dataset_index,single_class,single_prob,ensemble_class,ensemble_prob
0.004842996597290039,1309,5,1.0,5,0.75
0.0003771781921386719,2831,1,1.0,1,0.75
0.00028324127197265625,2483,8,1.0,8,1.0
0.00033974647521972656,4163,5,1.0,5,1.0
0.0002841949462890625,8754,5,1.0,5,1.0
0.0005996227264404297,5147,1,1.0,1,0.5
0.0003108978271484375,316,5,1.0,9,0.5
0.0003101825714111328,4137,5,1.0,5,0.5
0.00039577484130859375,4703,8,1.0,8,1.0
0.00028967857360839844,2878,1,1.0,1,1.0
0.0003101825714111328,1307,8,1.0,8,1.0
0.000362396240234375,3395,8,1.0,8,1.0
0.00036263465881347656,6120,5,1.0,5,0.75
0.00029850006103515625,7339,5,1.0,5,0.75
0.0002636909484863281,4412,8,1.0,8,1.0
0.00028133392333984375,4550,1,1.0,1,0.5
0.00027060508728027344,898,4,1.0,4,0.75
0.00026679039001464844,4741,5,1.0,8,0.7500000000000001
0.00038504600524902344,8153,5,1.0,5,0.75
0.0002484321594238281,365,8,1.0,8,1.0
0.0003757476806640625,6981,8,1.0,8,1.0
0.0003705024719238281,3899,5,1.0,5,0.75
0.0004394054412841797,3156,8,1.0,8,1.0
0.0003788471221923828,3640,1,1.0,1,1.0
0.0006186962127685547,4153,8,1.0,8,1.0
0.0004267692565917969,8532,4,1.0,4,0.75
0.0004038810729980469,1719,5,1.0,5,1.0
0.0005629062652587891,5737,5,1.0,5,0.75
0.0003628730773925781,5993,5,1.0,5,1.0
0.0003190040588378906,5721,5,1.0,5,1.0
0.00043082237243652344,8551,8,1.0,8,0.9422836154699326
0.00026535987854003906,7189,5,1.0,5,1.0
0.0002644062042236328,2622,5,1.0,8,0.7471278309822083
0.00035762786865234375,7319,5,1.0,5,0.75
0.0002567768096923828,162,8,1.0,8,1.0
0.00026106834411621094,931,5,1.0,8,0.75
0.00025582313537597656,8981,5,1.0,5,1.0
0.00037670135498046875,2503,1,1.0,1,1.0
0.00039696693420410156,2619,5,1.0,5,1.0
0.00040841102600097656,7568,9,1.0,4,0.5000049765326366
0.0003898143768310547,6023,1,1.0,5,0.5000000000000534
0.0003666877746582031,5848,1,1.0,1,0.5
0.0003323554992675781,2816,0,1.0,0,0.5
0.0002853870391845703,3810,5,1.0,5,1.0
0.0004601478576660156,4444,5,1.0,5,1.0
0.00047087669372558594,6934,5,1.0,5,0.75
0.0003368854522705078,3044,4,1.0,4,0.5
0.0003058910369873047,767,8,1.0,8,0.75
0.00033354759216308594,2345,2,1.0,8,0.5
0.0005872249603271484,6489,5,1.0,5,1.0
0.0005097389221191406,8630,5,1.0,5,0.5000000006794549
0.0006003379821777344,2586,4,1.0,4,1.0
0.0005958080291748047,8731,5,1.0,5,1.0
0.0005791187286376953,4523,8,1.0,1,0.5
0.0005447864532470703,2121,8,1.0,8,1.0
0.00048279762268066406,7398,8,1.0,0,0.5
0.0004756450653076172,1804,8,1.0,8,1.0
0.00043272972106933594,6747,5,1.0,5,0.75
0.0007693767547607422,3291,8,1.0,8,1.0
0.0006358623504638672,3651,1,1.0,1,0.75
0.0007069110870361328,6864,8,1.0,8,1.0
0.0006926059722900391,3325,1,1.0,1,1.0
0.0007793903350830078,8895,5,1.0,0,0.5
0.0006656646728515625,7075,5,1.0,5,0.5
0.0006270408630371094,5348,2,1.0,2,0.5
0.0006470680236816406,8062,8,1.0,8,1.0
0.0003733634948730469,7704,8,1.0,8,1.0
0.0005133152008056641,2178,8,1.0,8,0.75
0.0004506111145019531,1025,8,1.0,8,1.0
0.0008261203765869141,4005,5,1.0,5,1.0
0.0009257793426513672,1314,2,1.0,5,0.5
0.0009207725524902344,769,8,1.0,8,1.0
0.0010986328125,1956,8,1.0,8,1.0
0.0005421638488769531,8699,7,1.0,7,0.75
0.0005681514739990234,5715,5,1.0,5,0.75
0.0008065700531005859,4496,5,1.0,5,0.75
0.0007967948913574219,77,8,1.0,8,1.0
0.0008375644683837891,3295,1,1.0,1,1.0
0.0009264945983886719,3171,1,0.6164958,1,0.9041239470243454
0.001005411148071289,3462,4,1.0,4,1.0
0.0007379055023193359,1268,5,1.0,5,0.75
0.0008442401885986328,5151,8,1.0,8,1.0
0.0007691383361816406,6852,8,1.0,8,1.0
0.0006339550018310547,466,2,1.0,2,0.5
0.0006785392761230469,7718,0,1.0,0,0.75
0.0006768703460693359,968,5,1.0,5,0.75
0.0008265972137451172,6269,5,1.0,8,0.75
0.0009114742279052734,7264,5,1.0,5,1.0
0.00110626220703125,7721,8,1.0,8,1.0
0.0007846355438232422,3337,5,0.99999964,4,0.7500000863730136
0.0009412765502929688,1864,8,1.0,8,1.0
0.0007727146148681641,5986,8,1.0,5,0.5
0.0008604526519775391,5725,5,1.0,5,1.0
0.0008647441864013672,4866,8,1.0,8,1.0
0.000812530517578125,6712,8,1.0,8,1.0
0.0007944107055664062,2099,5,1.0,5,1.0
0.0010004043579101562,5131,8,1.0,5,0.5
0.001039743423461914,6316,8,1.0,8,1.0
0.0006718635559082031,6085,5,1.0,5,0.5
0.0007390975952148438,194,5,1.0,5,0.75
